beta,M,sM,chi,schi
0.1,0.1016,0.010058220518560925,9.797519999999999,0.05132542106987527
0.2,0.1273,0.011855545116104954,19.437480000000004,0.10784322810450357
0.4,0.3318,0.028231114041071776,33.60432,0.49956903936092784
0.5,0.6609999999999999,0.04713990029688225,25.389,0.9342667365372695
